Country Name,2015 Total Completion %,2016 Total Completion %,2017 Total Completion %,2018 Total Completion %,2019 Total Completion %,2015 Male Completion %,2016 Male Completion %,2017 Male Completion %,2018 Male Completion %,2019 Male Completion %,2015 Female Completion %,2016 Female Completion %,2017 Female Completion %,2018 Female Completion %,2019 Female Completion %
Least developed countries: UN classification,69.95876312255861,70.3923721313477,71.020263671875,71.7210388183594,71.4149398803711,70.55059814453129,70.7796401977539,71.2226333618164,71.8469009399414,71.5199966430664,69.3561630249023,69.9974365234375,70.8146591186523,71.5955429077148,71.308967590332
Low income,63.9152984619141,64.2836990356445,64.4102096557617,64.8506317138672,64.8757781982422,66.4597930908203,66.628532409668,66.5468292236328,66.96694946289061,66.9218063354492,61.3200492858887,61.8914794921875,62.230110168457,62.6909294128418,62.783878326415994
Liechtenstein,105.74713134765601,100.25189208984399,90.4392776489258,107.32984161376999,,99.4444427490234,97.5369491577148,96.31578826904301,103.608253479004,,112.5,103.09278106689501,84.7715682983398,111.170211791992,
Sri Lanka,99.0514678955078,101.109268188477,102.390380859375,,,100.100196838379,102.230667114258,103.142929077148,,,97.9961700439453,99.97985076904301,101.630996704102,,
Lower middle income,90.33493041992192,89.8780288696289,89.6166305541992,89.33081817626949,89.61817169189449,89.67752075195308,89.3897018432617,89.21469116210942,89.1918411254883,89.38269805908199,91.0448226928711,90.4040908813477,90.04888916015629,89.4808883666992,89.8712310791016
Low & middle income,87.45372772216801,87.6799697875977,87.93360137939449,88.1595687866211,88.4659576416016,87.8004608154297,87.9541168212891,88.2220916748047,88.5124893188477,88.7870330810547,87.0817337036133,87.38587188720699,87.6240386962891,87.7818069458008,88.12200927734379
Lesotho,81.7555465698242,85.6288528442383,,,,72.7485885620117,77.6914367675781,,,,90.72637939453129,93.5254669189453,,,
Late-demographic dividend,91.1118011474609,93.30438232421879,95.51925659179692,96.9336395263672,97.7747573852539,91.3936996459961,93.2048873901367,95.3926620483398,96.5115203857422,97.4122085571289,90.80078887939449,93.4160003662109,95.6616897583008,97.4072799682617,98.1829071044922
Lithuania,100.735023498535,101.889976501465,102.00115966796899,104.285598754883,,100.74333190918001,101.72400665283199,102.09313201904301,104.114852905273,,100.726371765137,102.063720703125,101.90602874755899,104.464637756348,
Luxembourg,79.150520324707,79.0754318237305,80.2871398925781,79.6460189819336,,78.3140106201172,78.47901916503909,78.8031463623047,80.7122573852539,,80.0399932861328,79.70628356933591,81.8452377319336,78.5338592529297,
Latvia,100.010948181152,98.0600967407227,99.3118133544922,98.39913940429692,,99.0074691772461,98.1265411376953,99.5977630615234,97.6438674926758,,101.067176818848,97.9887924194336,99.0070037841797,99.1960220336914,
"Macao SAR, China",93.86437225341801,98.21862030029301,100.951431274414,101.08056640625,103.83422088623001,93.28823852539058,99.8434219360352,99.8064804077148,99.45529174804692,102.87061309814501,94.4816131591797,96.4784774780273,102.179550170898,102.823760986328,104.86685180664101
St. Martin (French part),,,,,,,,,,,,,,,
Morocco,96.2577133178711,95.0420379638672,92.9295272827148,93.5974578857422,97.1357269287109,97.1955795288086,95.4962997436523,92.3734817504883,92.83505249023442,96.5967025756836,95.272216796875,94.56421661376949,93.5154190063477,94.4017333984375,97.70501708984379
Monaco,,,,,,,,,,,,,,,
Moldova,90.9086074829102,89.7820205688477,89.90564727783199,89.3800811767578,88.0238265991211,90.75881958007808,89.71704864501949,91.2998199462891,89.8892135620117,89.0282821655273,91.0688629150391,89.85061645507808,88.4500503540039,88.83602905273442,86.9577102661133
Madagascar,68.6542129516602,67.57843017578129,,65.46877288818361,63.2768211364746,66.5875091552734,65.41860198974611,,62.8898391723633,60.809120178222706,70.73793029785159,69.7585601806641,,68.0784912109375,65.77728271484379
Maldives,103.69100189209,106.958061218262,97.35546112060551,93.1741180419922,91.6666717529297,109.080047607422,113.40936279296899,102.37400054931601,92.65347290039058,90.3206329345703,98.1610107421875,100.547088623047,92.3497314453125,93.7051010131836,93.095703125
Middle East & North Africa,91.58782958984379,91.08297729492192,90.9081573486328,91.2656707763672,92.3442535400391,93.3082427978516,92.8603363037109,92.419921875,92.6593475341797,93.7633819580078,89.77847290039058,89.21338653564449,89.31942749023442,89.7995986938477,90.8505020141602
Mexico,104.90982055664101,103.96939086914101,104.09783935546899,102.255889892578,,104.805809020996,103.924026489258,103.88327789306601,101.89753723144501,,105.017532348633,104.01647186279301,104.32096862793001,102.62928009033199,
Marshall Islands,,70.8545913696289,,,77.29624938964841,,69.0,,,77.56654357910159,,72.7864608764648,,,77.0145263671875
Middle income,91.2072601318359,91.48023223876949,91.8150482177734,92.0663528442383,92.4891128540039,91.1054534912109,91.31918334960942,91.69641876220699,92.0227432250977,92.41284942626949,91.3180618286133,91.6549072265625,91.94378662109379,92.11447143554692,92.57254028320308
North Macedonia,91.2855682373047,,91.10781860351558,93.4167327880859,,91.3981094360352,,91.4020309448242,93.9396514892578,,91.16641235351558,,90.794677734375,92.8591079711914,
Mali,50.9262809753418,51.046180725097706,49.6143913269043,,,53.7267913818359,54.138118743896506,52.0153198242188,,,48.0456199645996,47.8623580932617,47.1409111022949,,
Malta,100.205711364746,101.80523681640601,101.934188842773,103.57763671875,,98.7957916259766,100.693069458008,104.144317626953,105.19230651855499,,101.687759399414,102.97960662841801,99.5854873657227,101.850898742676,
Myanmar,,,,95.3996124267578,,,,,96.0134735107422,,,,,94.7794189453125,
Middle East & North Africa (excluding high income),89.6692428588867,89.5912628173828,89.34616088867192,90.3667221069336,91.6642074584961,91.7703399658203,91.3734893798828,91.1737213134766,92.01483154296879,93.36670684814449,87.4582901000977,87.7149505615234,87.4218902587891,88.63143920898442,89.8726425170898
Montenegro,94.31934356689449,90.3907318115234,90.2608871459961,94.47805786132808,97.4071731567383,92.53659057617192,91.1165008544922,89.7850799560547,94.6153793334961,97.43096923828129,96.2863311767578,89.59058380126949,90.7856216430664,94.3266220092773,97.38095092773442
Mongolia,98.1288681030273,92.9931182861328,91.50743865966801,101.779647827148,,98.6153182983398,93.3517837524414,92.5392608642578,101.67675018310499,,97.6323623657227,92.62698364257808,90.4536819458008,101.884780883789,
Northern Mariana Islands,,,,,,,,,,,,,,,
Mozambique,48.9531784057617,,47.1429100036621,51.987640380859396,54.7286911010742,52.185298919677706,,50.2493896484375,55.1837882995605,58.1791191101074,45.750949859619105,,44.055240631103494,48.8050689697266,51.2865715026855
Mauritania,70.39259338378909,,69.7143096923828,76.056022644043,72.90972900390629,68.3551483154297,,67.40194702148439,72.518913269043,65.6538009643555,72.488899230957,,72.0913619995117,79.6911087036133,80.3656005859375
Mauritius,100.48056030273399,101.068656921387,98.20008087158199,100.79118347168001,98.51373291015629,98.5380096435547,99.7859420776367,98.4516067504883,99.7187881469727,96.1689682006836,102.502822875977,102.40355682373001,97.9385223388672,101.90525054931601,100.94837188720699
Malawi,,,,,80.3485870361328,,,,,75.70538330078129,,,,,85.0278701782227
Malaysia,101.75998687744101,100.008819580078,99.4916000366211,,,100.89666748046899,98.66143798828129,97.98916625976558,,,102.678672790527,101.440307617188,101.085647583008,,
North America,,98.7483901977539,98.74645233154301,99.898681640625,99.8985214233398,,100.208053588867,100.203491210938,103.93415832519501,103.934181213379,,97.22374725341801,97.22534942626949,95.67987060546879,95.68032836914058
Namibia,,,,94.0862197875977,,,,,91.24179077148442,,,,,96.9157180786133,
New Caledonia,,,,,,,,,,,,,,,
Niger,,71.62693786621091,,,62.2621383666992,,77.9905776977539,,,67.05831909179689,,65.04421997070311,,,57.306949615478494
Nigeria,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,
Norway,97.9696731567383,100.855430603027,101.035018920898,99.12390899658199,,98.0472869873047,101.132308959961,101.45079803466801,99.1082000732422,,97.8888092041016,100.568412780762,100.602989196777,99.14031982421879,
Nepal,111.830810546875,116.802192687988,121.722267150879,,120.44734191894501,106.70728302001999,111.94743347168001,118.10730743408199,,117.66454315185499,117.195037841797,121.83975982666,125.384521484375,,123.21302032470699
Nauru,,131.01852416992202,,,116.877639770508,,128.703704833984,,,126.05042266845699,,133.33332824707,,,107.62712097168001
New Zealand,,,,,,,,,,,,,,,
OECD members,99.0970306396484,98.66964721679692,98.77967071533199,98.6705474853516,98.66085815429692,99.3629531860352,98.96481323242192,98.9820709228516,99.6197891235352,99.61205291748051,98.81749725341801,98.3595733642578,98.5686187744141,97.67636108398442,97.6640472412109
Oman,99.828857421875,103.64806365966801,107.36402130126999,100.35710144043001,100.912628173828,99.3039779663086,103.672973632813,108.827133178711,97.56369018554692,96.80130004882808,100.380126953125,103.62209320068399,105.89208221435499,103.45667266845699,105.558731079102
Other small states,83.9642868041992,84.7333526611328,84.7356033325195,85.2683486938477,85.453987121582,82.4156799316406,83.4752578735352,83.5332336425781,83.82244873046879,83.9669189453125,85.5668411254883,86.0382308959961,85.9816513061523,86.7666168212891,86.99854278564449
Pakistan,,64.9568710327148,,71.0712966918945,73.2653884887695,,70.61134338378909,,77.4183120727539,78.8213195800781,,58.8432006835938,,64.2492294311523,67.2995529174805
Panama,,,89.79547119140629,,,,,90.5098419189453,,,,,89.05072021484379,,
Peru,100.405059814453,104.52886962890601,97.4456634521484,96.10073852539058,98.70532989501949,99.56170654296879,104.916557312012,98.9032821655273,98.1289520263672,101.51593017578101,101.293243408203,104.129493713379,95.9728775024414,94.0862579345703,95.9527130126953
Philippines,,,108.677528381348,115.43689727783199,,,,107.795097351074,117.373992919922,,,,109.614151000977,113.393310546875,
Palau,,,,,,,,,,,,,,,
Papua New Guinea,,77.1238479614258,,,,,82.3691787719727,,,,,71.5294418334961,,,
Poland,100.044403076172,101.75035858154301,106.24269866943399,94.3335189819336,,99.64373779296879,100.790718078613,104.941131591797,94.6985092163086,,100.46649169921899,102.763168334961,107.61292266845699,93.9502105712891,
Pre-demographic dividend,68.01682281494139,68.0464324951172,68.2331008911133,68.58740234375,68.4727783203125,71.3057022094727,71.1791610717773,71.2724075317383,71.5104904174805,71.28684997558591,64.65753173828129,64.8446197509766,65.1258010864258,65.59828948974611,65.59307861328129
Puerto Rico,78.8168869018555,,,69.9172286987305,,76.29461669921879,,,67.2898406982422,,81.5697326660156,,,72.7353515625,
"Korea, Dem. Peopleâ€™s Rep.",,,,,,,,,,,,,,,
Portugal,,,,99.5701904296875,,,,,99.6816024780273,,,,,99.4538421630859,
Paraguay,,,,,,,,,,,,,,,
West Bank and Gaza,99.0718231201172,97.0569305419922,99.825439453125,96.8525390625,96.32247924804692,99.7051773071289,97.0900497436523,99.2571029663086,96.43128204345699,95.8927230834961,98.41140747070308,97.0223770141602,100.41854095459,97.2925033569336,96.77159881591801
Pacific island small states,99.9542465209961,98.28353881835942,97.854248046875,97.2797317504883,97.5914764404297,99.7825164794922,98.0798568725586,97.0449066162109,96.6298370361328,96.5786972045898,100.13337707519501,98.5030670166016,98.7226104736328,97.98190307617192,98.6803970336914
Post-demographic dividend,98.6943817138672,98.3035430908203,98.1639404296875,98.7846298217773,98.83419799804692,98.97058868408199,98.6227493286133,98.46399688720699,100.030937194824,100.07318115234399,98.4026107788086,97.96688842773442,97.84996795654301,97.47531127929692,97.5322494506836
French Polynesia,,,,,,,,,,,,,,,
Qatar,92.64425659179692,94.748046875,95.66954803466801,95.78588104248051,95.0207977294922,91.7774276733398,95.4330596923828,97.0885772705078,96.7267074584961,96.33355712890629,93.5794525146484,94.02954864501949,94.2588729858398,94.8515396118164,93.65133666992192
Romania,95.1748199462891,91.8600311279297,,85.2217712402344,,95.62793731689449,91.68750762939449,,85.2516174316406,,94.6970672607422,92.0419692993164,,85.1902084350586,
Russian Federation,100.2978515625,96.1429290771484,,101.96321105956999,,99.7355194091797,95.6045379638672,,102.46061706543001,,100.887466430664,96.7074813842773,,101.44178009033199,
Rwanda,63.350868225097706,69.0601425170898,78.1988067626953,86.5463485717773,97.40032958984379,57.6701812744141,62.534328460693395,68.1945114135742,79.2791976928711,90.6365280151367,68.98980712890629,75.5383834838867,88.13646697998051,93.7699813842773,104.12850952148399
South Asia,92.4626007080078,91.8988037109375,91.2668991088867,90.06334686279301,90.33450317382808,91.0830230712891,90.76602172851558,90.25808715820308,89.4285202026367,89.5705413818359,93.98651123046879,93.1455612182617,92.37371826171879,90.7584762573242,91.1669235229492
Saudi Arabia,108.438461303711,103.103950500488,103.33473968505899,96.70606231689449,96.2288131713867,107.247100830078,106.79103851318399,102.22087097168001,96.9037094116211,96.4950485229492,109.668388366699,99.28475952148442,104.484687805176,96.50198364257808,95.9532699584961
Sudan,59.243049621582,59.8370780944824,61.6876411437988,,,62.1741790771484,61.83805847167971,62.9293403625488,,,56.2380790710449,57.784671783447294,60.413639068603494,,
Senegal,59.6601486206055,,,,61.2020111083984,55.830680847168,,,,55.3468017578125,63.5688896179199,,,,67.1938018798828
Singapore,,99.7892684936523,99.25823974609379,99.9218292236328,,,100.367797851563,99.2649612426758,99.8231735229492,,,99.1869888305664,99.25125122070308,100.025909423828,
Solomon Islands,88.0591888427734,88.32666015625,87.9954681396484,86.7856674194336,,87.9738388061523,87.2485885620117,85.7751388549805,84.01316833496091,,88.1500396728516,89.4758987426758,90.3634414672852,89.7432403564453,
Sierra Leone,59.7902603149414,68.33248901367189,70.192756652832,81.78533935546879,83.2102737426758,60.138248443603494,69.199462890625,71.031120300293,80.7167282104492,82.70654296875,59.4420013427734,67.464973449707,69.3538818359375,82.8549423217773,83.7146911621094
El Salvador,96.2683792114258,92.9791793823242,90.37033081054692,86.60769653320308,,97.25000762939449,93.62940216064449,90.3714828491211,87.3719635009766,,95.2466506958008,92.3035125732422,90.369140625,85.81394958496091,
San Marino,,,,107.41934967041,114.10256195068399,,,,92.16867065429692,102.395210266113,,,,125.0,127.586212158203
Somalia,,,,,,,,,,,,,,,
Serbia,101.010841369629,98.8304824829102,99.0338668823242,98.7212677001953,98.66844940185551,100.950019836426,99.3403778076172,98.9758834838867,98.5918807983398,98.8932723999023,101.07560729980499,98.29650115966801,99.09481811523442,98.85852813720699,98.42725372314449
Sub-Saharan Africa (excluding high income),68.27304077148439,68.19683837890629,68.33645629882811,68.7498626708984,68.7926406860352,70.2337799072266,69.9774932861328,69.9493789672852,70.228141784668,70.190559387207,66.2775497436523,66.38372802734379,66.6935501098633,67.2438430786133,67.36917114257811
South Sudan,,,,,,,,,,,,,,,
Sub-Saharan Africa,68.29885864257811,68.221809387207,68.35748291015629,68.7708892822266,68.81105804443361,70.2567901611328,70.0005035400391,69.9697723388672,70.2475662231445,70.2067031860352,66.30621337890629,66.41066741943361,66.71518707275389,67.266487121582,67.3899002075195
Small states,86.4207611083984,86.81130981445308,86.79031372070308,87.0653533935547,87.1697311401367,85.1218566894531,85.7889175415039,85.7517166137695,85.9223403930664,85.9158706665039,87.7662887573242,87.8732223510742,87.8693695068359,88.25466918945308,88.4767532348633
Sao Tome and Principe,,77.4824676513672,84.3460922241211,,,,75.2377471923828,81.5240783691406,,,,79.7689971923828,87.2208023071289,,
Suriname,89.5655517578125,88.0400009155273,85.34783935546879,85.14813232421879,85.8640823364258,82.5631408691406,79.9587936401367,80.29991149902341,80.3223419189453,78.6209487915039,97.1008682250977,96.7351913452148,90.7807083129883,90.34078979492192,93.6530303955078
Slovak Republic,95.9645767211914,92.4430618286133,91.90563201904301,92.1726913452148,,96.3304824829102,92.7115020751953,91.56588745117192,91.82119750976558,,95.58026123046879,92.1611328125,92.2622528076172,92.5414505004883,
Slovenia,98.08544921875,97.900146484375,95.69824981689449,97.3999710083008,,97.89736938476558,96.63446044921879,95.9886016845703,96.7020034790039,,98.2854537963867,99.2444686889648,95.3896102905273,98.1421585083008,
Sweden,103.771766662598,105.22930908203101,105.386276245117,104.12404632568399,,103.514060974121,105.49073028564501,106.41403961181601,104.48963165283199,,104.04367828369101,104.95458221435499,104.306846618652,103.73916625976601,
Eswatini,89.1431503295898,95.1488571166992,95.8192672729492,94.48487091064449,,88.83177947998051,95.5473480224609,94.5038604736328,93.4063568115234,,89.4518508911133,94.7509231567383,97.1426467895508,95.5728073120117,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,
Seychelles,108.754722595215,112.646202087402,102.197021484375,101.85311889648399,98.8000030517578,107.11110687255899,112.607452392578,104.722221374512,98.65772247314449,94.6614608764648,110.46154022216801,112.686569213867,99.5658493041992,105.196632385254,103.14208221435499
Syrian Arab Republic,,,,,,,,,,,,,,,
Turks and Caicos Islands,53.733768463134794,,,129.401412963867,,50.0,,,139.655166625977,,57.61589050292971,,,118.705039978027,
Chad,37.4959716796875,41.320259094238295,37.922389984130895,40.560218811035206,,45.2961616516113,49.587318420410206,45.0125617980957,47.435939788818395,,29.6690292358398,33.0281410217285,30.809949874877898,33.6610298156738,
East Asia & Pacific (IDA & IBRD countries),91.04686737060551,93.65963745117192,95.8272018432617,98.0592880249023,98.8692474365234,91.5690689086914,93.7131805419922,95.8303375244141,97.9331283569336,98.7644882202148,90.4654769897461,93.60009765625,95.8237686157227,98.2007675170898,98.98535919189449
Europe & Central Asia (IDA & IBRD countries),98.77111053466801,96.8965377807617,97.6835708618164,97.63916778564449,97.8600311279297,98.79061889648442,96.8277206420898,97.6246490478516,97.7305374145508,97.9945220947266,98.7505035400391,96.9688186645508,97.74597930908199,97.54318237304692,97.7185287475586
Togo,,92.71514892578129,91.6078109741211,89.6725616455078,87.4238662719727,,96.3854598999023,95.77526092529301,92.4738006591797,89.6470413208008,,89.0221405029297,87.4153213500977,86.8541488647461,85.1862869262695
Thailand,,,93.4525527954102,93.42047119140629,94.411376953125,,,92.74334716796879,92.7482070922852,94.3946075439453,,,94.20303344726558,94.1326217651367,94.4291610717773
Tajikistan,101.074249267578,95.3815536499023,94.9123916625977,,,101.388458251953,96.08322143554692,95.13742065429692,,,100.74205780029301,94.6393280029297,94.67418670654301,,
Turkmenistan,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),99.4649810791016,99.28280639648442,98.8796920776367,98.45651245117192,98.5840301513672,99.2733917236328,99.1424026489258,98.72653198242192,98.32321166992192,98.4662322998047,99.6662368774414,99.43051147460942,99.040771484375,98.5980606079102,98.7103805541992
Timor-Leste,100.095947265625,99.2806015014648,99.8982696533203,103.845909118652,105.198341369629,97.37950897216801,97.4969024658203,98.60266876220699,101.422882080078,101.314277648926,102.886367797852,101.115219116211,101.232421875,106.344139099121,109.208267211914
Middle East & North Africa (IDA & IBRD countries),89.5093231201172,89.463623046875,89.1664810180664,90.2549819946289,91.5833969116211,91.6359100341797,91.2761688232422,91.0356903076172,91.9390182495117,93.3230361938477,87.2712173461914,87.5551223754883,87.1980972290039,88.4816436767578,89.7525177001953
Tonga,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),92.4626007080078,91.8988037109375,91.2668991088867,90.06334686279301,90.33450317382808,91.0830230712891,90.76602172851558,90.25808715820308,89.4285202026367,89.5705413818359,93.98651123046879,93.1455612182617,92.37371826171879,90.7584762573242,91.1669235229492
Sub-Saharan Africa (IDA & IBRD countries),68.29885864257811,68.221809387207,68.35748291015629,68.7708892822266,68.81105804443361,70.2567901611328,70.0005035400391,69.9697723388672,70.2475662231445,70.2067031860352,66.30621337890629,66.41066741943361,66.71518707275389,67.266487121582,67.3899002075195
Trinidad and Tobago,,,,,,,,,,,,,,,
Tunisia,103.31140899658199,99.0136337280273,95.0537796020508,,,101.44393157959,95.61865997314449,90.3264007568359,,,105.32321929931601,102.67172241210899,100.148468017578,,
Turkey,92.23309326171879,,89.7489013671875,88.5277786254883,,92.8470611572266,,89.93018341064449,88.6803512573242,,91.59396362304692,,89.55996704101558,88.3686065673828,
Tuvalu,91.7012405395508,84.7736587524414,,78.71485900878909,,84.6774215698242,89.5999984741211,,87.5,,99.1453018188477,79.661018371582,,69.4214935302734,
Tanzania,,61.5720901489258,,68.703727722168,68.00881958007811,,57.257839202880895,,64.6607208251953,64.2028427124023,,65.9579391479492,,72.8241806030273,71.8877029418945
Uganda,,54.743011474609396,52.671760559082,,,,53.7913818359375,51.5485496520996,,,,55.708038330078104,53.8109283447266,,
Ukraine,,,,,,,,,,,,,,,
Upper middle income,92.44927978515629,93.7804336547852,94.9912490844727,96.03256225585942,96.6590576171875,93.1295318603516,94.0719223022461,95.2503662109375,96.0869979858398,96.7650985717773,91.7089691162109,93.46292114257808,94.7078628540039,95.9738388061523,96.5439682006836
Uruguay,103.510986328125,104.696189880371,98.6998825073242,103.224647521973,,103.13574981689501,105.054809570313,,102.35861968994101,,103.90305328369101,104.321250915527,,104.13170623779301,
United States,,,98.8321990966797,100.09269714355499,,,,100.42946624755899,104.51019287109399,,,,97.1660308837891,95.4763412475586,
Uzbekistan,98.2426223754883,96.81922149658199,98.4035873413086,103.023628234863,105.62268829345699,98.8189468383789,97.1800994873047,98.9791412353516,103.551856994629,105.801231384277,97.6382598876953,96.4402236938477,97.79827880859379,102.467323303223,105.43447875976601
St. Vincent and the Grenadines,99.3942718505859,98.7320785522461,92.7118606567383,105.54913330078101,,96.90831756591801,96.4856185913086,93.9560394287109,100.113121032715,,102.05010986328101,101.142860412598,91.3953475952148,111.22930908203101,
"Venezuela, RB",96.1170883178711,94.0507965087891,92.58873748779301,,,95.4526214599609,93.4618682861328,92.0978775024414,,,96.8131484985352,94.6676025390625,93.1026611328125,,
British Virgin Islands,95.0672607421875,90.5963287353516,95.4976272583008,79.6068801879883,,92.9515380859375,95.0672607421875,96.7741928100586,79.1469192504883,,97.2602691650391,85.9154891967773,94.1463394165039,80.1020431518555,
Virgin Islands (U.S.),,,,,,,,,,,,,,,
Vietnam,105.16445922851601,105.963989257813,,110.021209716797,,104.80487060546899,105.112251281738,,108.637367248535,,105.551551818848,106.889602661133,,111.549438476563,
Vanuatu,,,,,,,,,,,,,,,
World,88.68103790283199,88.8185272216797,89.0354690551758,89.2310791015625,89.5074691772461,88.99852752685551,89.09609985351558,89.3047027587891,89.6568069458008,89.9038772583008,88.3411026000977,88.5213394165039,88.7474365234375,88.77633666992192,89.08380126953129
Samoa,110.324020385742,110.70655059814501,107.068557739258,104.781883239746,108.871139526367,108.71639251709,111.68830871581999,104.707328796387,105.735061645508,105.58477783203101,112.033203125,109.654243469238,109.611991882324,103.752182006836,112.423446655273
Kosovo,,,,,,,,,,,,,,,
"Yemen, Rep.",,72.3003921508789,,,,,79.8050765991211,,,,,64.50009155273439,,,
South Africa,90.1104888916016,87.2553329467773,,90.3444976806641,,91.1008682250977,86.4542465209961,,88.5940399169922,,89.1052780151367,88.06848907470699,,92.12429809570308,
Zambia,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,
