Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemploment,2016 Total Unemploment,2017 Total Unemploment,2018 Total Unemploment,2019 Total Unemploment,2015 Female Unemploment,2016 Female Unemploment,2017 Female Unemploment,2018 Female Unemploment,2019 Female Unemploment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment,2015 Total GDP,2016 Total GDP,2017 Total GDP,2018 Total GDP,2019 Total GDP,2015 Total Labor Force,2016 Total Labor Force,2017 Total Labor Force,2018 Total Labor Force,2019 Total Labor Force,2015 Happiness Score,2016 Happiness Score,2017 Happiness Score,2018 Happiness Score,2019 Happiness Score
France,66548272.0,66724104.0,66864379.0,66965912.0,67059887.0,62.76647242,62.470344499999996,62.22117654,62.00891081,61.80647185,10.35900021,10.05700016,9.397000313,9.059000015,8.427000046,9.880999565,9.852000237,9.336000443,9.097000122,8.36400032,10.79599953,10.24400043,9.454000472999999,9.022999763,8.484999657000001,2438210000000.0,2471290000000.0,2595150000000.0,2787860000000.0,2715520000000.0,30138027.0,30197208.0,30236456.0,30391825.0,30386432.0,6.575,6.478,6.441999912000001,6.489,6.5920000000000005
Gabon,1947686.0,2007873.0,2064823.0,2119275.0,2172579.0,60.04053015,59.80552555,59.59324359,59.41022284,59.27572714,20.26000023,20.1590004,19.98200035,19.80699921,20.00399971,28.71800041,28.55500031,28.26600075,28.10099983,28.50699997,14.52099991,14.501000400000002,14.43299961,14.27700043,14.29300022,14383107714.0,14023890620.0,14929488771.0,16862282414.0,16874450215.0,636572.0,659706.0,681829.0,702504.0,721924.0,3.8960000000000004,4.121,4.465000153,4.758,4.7989999999999995
Georgia,3725276.0,3727505.0,3728004.0,3726549.0,3720382.0,66.68471588,66.25135414,65.79735257,65.33926797,64.90751896,16.50600052,16.60400009,13.93900013,13.78499985,14.39799976,13.90100002,12.53100014,12.69099998,12.54699993,12.88000011,18.68000031,19.91300011,14.95400047,14.79399967,15.63500023,14953950557.0,15141758567.0,16242916916.0,17599700091.0,17477255546.0,2090740.0,2059913.0,2051071.0,2040890.0,2032911.0,4.297,4.252,4.285999775,4.34,4.519
Germany,81686611.0,82348669.0,82657002.0,82905782.0,83132799.0,65.56447055,65.39599085,65.17782359,64.9170079,64.6375192,4.624000072,4.122000217,3.746000051,3.3840000630000002,3.042999983,4.21999979,3.7409999369999998,3.3150000569999998,2.910000086,2.6940000060000004,4.97300005,4.451000214,4.118000031,3.792000055,3.342999935,3356240000000.0,3467500000000.0,3682600000000.0,3963770000000.0,3861120000000.0,42592924.0,43055076.0,43289005.0,43560137.0,43577709.0,6.75,6.994,6.951000214,6.965,6.985
Ghana,27849205.0,28481946.0,29121471.0,29767108.0,30417856.0,58.80449011,58.94660284,59.13016395,59.33504041,59.53780569,6.806000233,5.4499998089999995,4.22300005,4.157000065,4.3309998510000005,6.565999985,5.433000087999999,4.385000229,4.251999855,4.464000225,7.013000011,5.464000225,4.081999778999999,4.073999882,4.21600008,48564863888.0,55009730600.0,58998132330.0,65556464048.0,66983634224.0,11708016.0,12006769.0,12304378.0,12611514.0,12917053.0,4.633,4.276,4.1199998860000004,4.657,4.996
Greece,10820883.0,10775971.0,10754679.0,10732882.0,10716322.0,64.61915148,64.51476823,64.39583895,64.27348306,64.16193128,24.89699936,23.53899956,21.48800087,19.29199982,17.23800087,28.89299965,28.14299965,26.11499977,24.29000092,22.01600075,21.74699974,19.88899994,17.84900093,15.40699959,13.51599979,196591000000.0,195222000000.0,203588000000.0,218138000000.0,209853000000.0,4825534.0,4821995.0,4812433.0,4804346.0,4776602.0,4.857,5.033,5.2270002369999995,5.358,5.287000000000001
Guatemala,15567419.0,15827690.0,16087418.0,16346950.0,16604026.0,59.26100031,59.74785981,60.25278792,60.752532099999996,61.21168353,2.5060000419999997,2.582999945,2.461999893,2.40199995,2.459000111,3.5409998889999996,3.4719998839999997,3.5220000739999997,3.467999935,3.4119999410000004,1.996000051,2.125999928,1.93900001,1.8739999530000002,1.988000035,62186186576.0,66053725049.0,71612352645.0,73118147941.0,76710355347.0,6097908.0,6307795.0,6498737.0,6680520.0,6847286.0,6.122999999999999,6.324,6.453999996,6.382000000000001,6.436
Guinea,11432088.0,11738441.0,12067539.0,12414318.0,12771246.0,52.08652173,52.46573455,52.84481425,53.22380421,53.60810527,4.434000015,4.392000198,4.31799984,4.247000217,4.296000004,3.457999945,3.4930000310000002,3.325999975,3.286000013,3.315999985,5.597000122000001,5.465000152999999,5.506000042,5.400000095,5.461999893,8794202444.0,8595955581.0,10324668267.0,10907214994.0,12296665331.0,3915430.0,4029992.0,4151690.0,4285745.0,4444072.0,3.656,3.6069999999999998,3.5069999689999998,3.964,4.534
Haiti,10695542.0,10839970.0,10982366.0,11123176.0,11263077.0,60.98774611,61.26775259,61.54011804,61.80835189,62.07774305,13.96500015,13.88099957,13.73499966,13.59200001,13.78100014,17.04100037,16.95299911,16.77300072,16.61499977,16.69300079,11.19799995,11.12100029,11.00800037,10.87800026,11.16300011,14857386164.0,13723267961.0,14213814583.0,15965670198.0,14332163266.0,4664609.0,4768066.0,4871279.0,4975289.0,5080581.0,4.518,4.0280000000000005,3.6029999260000003,3.582,3.597
Honduras,9112916.0,9270795.0,9429013.0,9587522.0,9746117.0,61.94650538,62.55904699,63.09407994,63.56850081,64.01238565,6.146999836,6.727000237,5.527999877999999,5.647999763,5.386000156000001,8.960000037999999,9.031000137000001,8.015999793999999,7.241000175,7.002999783,4.512000083999999,5.383999825,4.125999928,4.665999889,4.387000083999999,20979767785.0,21717622071.0,23136232230.0,24024189736.0,25095395475.0,4020478.0,4109395.0,4273483.0,4499704.0,4614041.0,4.788,4.871,5.181000233,5.504,5.86
Hungary,9843028.0,9814023.0,9787966.0,9775564.0,9769949.0,68.08257746,67.626637,67.04987336,66.4302824,65.87232267,6.8130002020000004,5.114999771,4.1560001369999995,3.707999945,3.398999929,7.039000034,5.107999802,4.571000099,3.9860000610000004,3.4800000189999998,6.622000217,5.120999813,3.809000015,3.476999998,3.33100009,125074000000.0,128471000000.0,142962000000.0,160419000000.0,163469000000.0,4617150.0,4685790.0,4714349.0,4731877.0,4720629.0,4.8,5.145,5.323999882,5.62,5.757999999999999
Iceland,330815.0,335439.0,343400.0,352721.0,361313.0,65.97293508,65.78779432,65.5848059,65.37258734,65.16070802,3.9790000919999997,2.9779999260000003,2.742000103,2.7039999960000003,2.8420000080000003,4.051000118,3.0460000039999997,2.717999935,2.539999962,2.835000038,3.914000034,2.917999983,2.7630000110000004,2.851000071,2.84800005,17389101639.0,20618363252.0,24488176541.0,25737594324.0,24188038474.0,203034.0,208261.0,210583.0,212899.0,217840.0,7.561,7.501,7.504000187000001,7.495,7.494
India,1310152403.0,1324509589.0,1338658835.0,1352617328.0,1366417754.0,65.94416405,66.27426247,66.53818711,66.7667425,67.00381119,5.565000057000001,5.511000156000001,5.4190001489999995,5.329999924,5.355000018999999,5.571000099,5.5050001139999996,5.375,5.3000001910000005,5.232999802,5.5630002020000004,5.513000011,5.429999828,5.336999893,5.386000156000001,2103590000000.0,2294800000000.0,2652750000000.0,2713170000000.0,2868930000000.0,476339891.0,480525905.0,484231730.0,487622021.0,494261426.0,4.565,4.404,4.315000057,4.19,4.015
Indonesia,258383256.0,261554226.0,264645886.0,267663435.0,270625568.0,67.16559219,67.2429804,67.40315016,67.59163708,67.73457784,4.513999939,4.301000118,4.184999943,4.511000156000001,4.686999798,4.429999828,3.86500001,3.9210000039999997,4.250999928,4.510000229,4.565999985,4.572000027,4.3520002369999995,4.678999901,4.801000118,860854000000.0,931877000000.0,1015620000000.0,1042240000000.0,1119190000000.0,124649774.0,125957742.0,129622071.0,132737405.0,134776525.0,5.399,5.314,5.262000083999999,5.093,5.192
Iraq,35572261.0,36610632.0,37552781.0,38433600.0,39309783.0,57.58574075,57.74782855,57.99419223,58.28983494,58.58053961,10.713000300000001,10.81999969,13.02000046,12.86200047,12.82199955,22.17399979,22.3390007,31.02000046,30.85099983,30.40399933,8.527000427,8.534999847,10.27999973,10.10499954,10.08300018,177499000000.0,174896000000.0,195473000000.0,224228000000.0,234094000000.0,9491635.0,9813997.0,9800982.0,10146991.0,10475720.0,4.677,4.575,4.497000217,4.456,4.437
Ireland,4701957.0,4755335.0,4807388.0,4867316.0,4941444.0,65.33622788,65.09707974,64.89006852,64.72777871,64.62679429,9.906000137000001,8.373999596,6.711999893,5.739999771,4.927999973,8.906999588,7.59800005,6.293000221000001,5.690999985,4.673999786,10.72999954,9.022000313,7.065000057000001,5.782000065,5.1430001260000004,291500000000.0,300523000000.0,335663000000.0,382674000000.0,388699000000.0,2283198.0,2321591.0,2344064.0,2385556.0,2418323.0,6.94,6.907,6.977000237,6.977,7.021
Israel,8380100.0,8546000.0,8713300.0,8882800.0,9053300.0,60.91262883,60.60107399,60.32990904,60.09776752,59.90575367,5.250999928,4.797999859,4.215000153,3.997999907,3.8610000610000004,5.3930001260000004,4.941999912,4.320000172,3.9539999960000003,3.898000002,5.125,4.6690001489999995,4.120999813,4.038000107,3.826999903,299813000000.0,318951000000.0,353253000000.0,370588000000.0,394652000000.0,3876919.0,3955835.0,4024831.0,4102822.0,4181133.0,7.278,7.267,7.212999821,6.814,7.138999999999999
Italy,60730582.0,60627498.0,60536709.0,60421760.0,60297396.0,64.33598201,64.16047427,64.02524052,63.91920431,63.82120584,11.89599991,11.68799973,11.21100044,10.60999966,9.887000084,12.69400024,12.77499962,12.38799953,11.77499962,10.838000300000001,11.31499958,10.89000034,10.34000015,9.746999741,9.18200016,1835900000000.0,1875800000000.0,1961800000000.0,2091540000000.0,2003580000000.0,25541895.0,25812533.0,25985917.0,26034264.0,25946128.0,5.9479999999999995,5.977,5.964000225,6.0,6.223
Jamaica,2891021.0,2906238.0,2920853.0,2934855.0,2948279.0,66.89031315,67.09541138,67.29244384,67.45326077,67.54638893,13.51099968,13.19200039,11.63399982,9.104000092,8.001999855,17.875,17.43099976,15.392000199999998,11.9090004,10.80700016,9.909000397,9.61400032,8.42800045,6.724999905,5.616000175,14187696311.0,14075894320.0,14806340821.0,15713908816.0,16458071068.0,1402369.0,1445230.0,1476965.0,1473383.0,1488632.0,5.709,5.51,5.31099987,5.89,5.89
Japan,127141000.0,126994511.0,126785797.0,126529100.0,126264931.0,60.99128482,60.49382348,60.07613014,59.72678128,59.424919700000004,3.400000095,3.099999905,2.799999952,2.400000095,2.290999889,3.112999916,2.8139998910000004,2.63499999,2.177999973,2.144999981,3.61500001,3.316999912,2.9270000460000003,2.573999882,2.405999899,4389480000000.0,4922540000000.0,4866860000000.0,4954810000000.0,5081770000000.0,66363530.0,66850743.0,67288388.0,68358370.0,68139088.0,5.987,5.921,5.920000076,5.915,5.886
Jordan,9266575.0,9551467.0,9779173.0,9956011.0,10101694.0,60.26763934,60.75659657,61.30351774,61.90801939,62.54434157,13.07499981,15.27499962,15.11499977,14.95899963,14.71500015,22.66200066,24.18499947,23.95800018,23.69300079,23.34499931,11.02999973,13.357999800000002,13.19299984,13.036999699999999,12.80500031,38587017944.0,39892551149.0,41408960787.0,42932112676.0,44502895862.0,2329440.0,2423692.0,2506538.0,2579658.0,2637892.0,5.192,5.303,5.335999966,5.1610000000000005,4.906000000000001
Kazakhstan,17542806.0,17794055.0,18037776.0,18276498.5,18513930.0,66.54297947,65.77406829,64.9483167,64.14760395,63.46640612,4.929999828,4.960000038,4.900000095,4.8249998089999995,4.590000153,5.5,5.508999825,5.434999942999999,5.34800005,5.222000122,4.392000198,4.446000099,4.403999805,4.342000008,4.0050001139999996,184388000000.0,137278000000.0,166806000000.0,179340000000.0,181666000000.0,9116395.0,9070629.0,9003750.0,9030838.0,9053149.0,5.855,5.919,5.818999767,5.79,5.809
Kenya,47878336.0,49051686.0,50221473.0,51393010.0,52573973.0,56.45571517,56.92169994,57.39388204,57.87864645,58.38279903,2.79399991,2.7569999689999998,2.694999933,2.63499999,2.64199996,2.996000051,2.9400000569999998,2.858999968,2.822000027,2.799999952,2.602999926,2.585000038,2.539000034,2.45600009,2.49000001,64007750169.0,69188755364.0,78965004656.0,87778582964.0,95503088538.0,20855980.0,21750718.0,22401022.0,23057935.0,23879160.0,4.419,4.356,4.552999973,4.41,4.5089999999999995
Kuwait,3835591.0,3956875.0,4056099.0,4137312.0,4207083.0,76.67673639,76.46089401,76.19508301,75.91063957,75.66632272,2.200000048,2.160000086,1.7979999780000002,2.075999975,2.1819999219999997,4.684000015,5.618999958,4.848999977,5.446000099,5.524000168,1.27699995,0.906000018,0.717999995,0.920000017,1.065000057,114567000000.0,109420000000.0,120707000000.0,140645000000.0,134629000000.0,2193690.0,2265966.0,2334771.0,2383249.0,2424991.0,6.295,6.239,6.105000018999999,6.082999999999999,6.021
Latvia,1977527.0,1959537.0,1942248.0,1927174.0,1912789.0,65.38709519,65.09153275,64.59043297,63.96060274,63.35573279,9.873000145,9.642999649,8.715000153,7.412000179,6.519999981000001,8.637000084,8.399999618999999,7.673999786,6.416999817000001,5.631000042,11.088000300000001,10.89099979,9.751999855,8.404999733,7.407000065,27239653844.0,28052325862.0,30458763246.0,34416012859.0,34102913582.0,1008394.0,1006942.0,1003688.0,1000226.0,983102.0,5.098,5.56,5.849999905,5.933,5.94
Lebanon,6532678.0,6711121.0,6811873.0,6848925.0,6855713.0,66.3349089,66.48664243,66.66571839,66.9017647,67.15448853,6.3569998739999996,6.309000015,6.224999905,6.1430001260000004,6.229000092000001,10.39299965,10.3039999,10.13300037,9.996999741,9.880000114,5.068999767,5.027999878,4.96600008,4.895999908,5.046999931,49939374833.0,51205122504.0,53140638269.0,54961275742.0,51991634492.0,2225580.0,2299119.0,2349593.0,2381501.0,2398864.0,4.8389999999999995,5.129,5.224999905,5.358,5.197
Liberia,4472230.0,4586788.0,4702228.0,4818977.0,4937374.0,54.73222531,55.000330299999995,55.29857561,55.62158161,55.96138757,2.078999996,3.08100009,3.003999949,2.9319999219999997,2.8139998910000004,1.782999992,2.332999945,2.275000095,2.210999966,2.223999977,2.3420000080000003,3.752000093,3.661000013,3.5840001110000004,3.3469998839999997,3177000000.0,3277826000.0,3285455000.0,3264000000.0,3070518100.0,1944762.0,2048924.0,2106396.0,2165501.0,2232405.0,4.571000000000001,3.622,3.5329999919999997,3.495,3.975
Libya,6418315.0,6492164.0,6580724.0,6678567.0,6777452.0,66.89339803,66.99872862,67.13142809,67.28872201,67.47348414,18.88100052,18.78899956,18.62700081,18.46800041,18.56299973,25.32699966,25.21500015,25.00300026,24.59900093,24.56999969,15.54199982,15.46000004,15.32600021,15.29699993,15.4630003,27842131480.0,26197143268.0,37883243650.0,52607888718.0,52091152228.0,2260872.0,2296579.0,2337299.0,2380602.0,2422261.0,5.754,5.615,5.525000095,5.566,5.525
Lithuania,2904910.0,2868231.0,2828403.0,2801543.0,2786844.0,66.71974979,66.38965765,65.97155985,65.41254234,64.70613601,9.119999886,7.861999989,7.072999954,6.146999836,6.352000237,8.161000252000001,6.650000095,5.672999859,5.409999847000001,6.304999828,10.09700012,9.097999573,8.49600029,6.890999794,6.400000095,41418872976.0,43018087238.0,47758736932.0,53722883091.0,54627411860.0,1470309.0,1482451.0,1468938.0,1472661.0,1457292.0,5.832999999999999,5.813,5.90199995,5.952000000000001,6.149
Luxembourg,569604.0,582014.0,596336.0,607950.0,619896.0,69.62792528,69.71829770000001,69.82818334,69.93802183,70.01781628,6.6690001489999995,6.290999889,5.521999836,5.5850000379999996,5.362999916000001,7.348999977,6.631999969,5.499000072,5.883999825,5.889999866,6.109000206,6.012000083999999,5.540999889,5.331999778999999,4.916999817,57744457955.0,60691483443.0,64181944723.0,70919958016.0,71104919108.0,282750.0,283597.0,293653.0,302721.0,310000.0,6.946000000000001,6.871,6.862999916000001,6.91,7.09
Madagascar,24234088.0,24894380.0,25570540.0,26262368.0,26969307.0,55.52256805,55.82712075,56.09750403,56.34513228,56.58909589,1.7849999669999999,1.763000011,1.725000024,1.68900001,1.758000016,1.800999999,1.7899999619999998,1.751999974,1.720999956,1.845999956,1.769999981,1.738000035,1.7000000480000002,1.6590000390000001,1.6729999780000002,11323023787.0,11848615018.0,13176313233.0,13853433948.0,14114631281.0,12238090.0,12620212.0,13010466.0,13409202.0,13851504.0,3.681,3.695,3.644000053,3.7739999999999996,3.9330000000000003
Malawi,16745303.0,17205289.0,17670260.0,18143315.0,18628747.0,52.27595464,52.66897724,53.05410874,53.45227916,53.88928735,5.846000195,5.795000076,5.706999778999999,5.622000217,5.652999877999999,6.837999821,6.78000021,6.698999882000001,6.5749998089999995,6.617000103,4.912000179,4.863999843999999,4.764999866,4.712999821,4.736000061,6373212641.0,5433040160.0,6303292264.0,6917301909.0,7666704427.0,7106401.0,7334170.0,7563865.0,7799084.0,8079230.0,4.292,4.156000000000001,3.970000029,3.5869999999999997,3.41
Malaysia,30270962.0,30684804.0,31105028.0,31528585.0,31949777.0,68.93482936,69.08061926,69.22225702,69.33310429,69.38424954,3.099999905,3.4400000569999998,3.410000086,3.349999905,3.323999882,3.39199996,3.928999901,3.9270000460000003,3.825999975,3.74000001,2.9210000039999997,3.137000084,3.089999914,3.055000067,3.0650000569999998,301355000000.0,301255000000.0,319112000000.0,358715000000.0,364681000000.0,14612026.0,14851647.0,15114465.0,15381536.0,15673198.0,5.77,6.005,6.084000111,6.322,5.3389999999999995
Mali,17438778.0,17965429.0,18512394.0,19077690.0,19658031.0,49.52097561,49.62358011,49.76226784,49.94928385,50.20017519,7.729000092000001,7.5529999729999995,7.329999924,7.110000134,7.223999977,8.793000221,8.534999847,8.204000472999999,7.861999989,7.953999996,6.90199995,6.789000034,6.650000095,6.522999763,6.657000065,13104802016.0,14025944550.0,15365627045.0,17070758732.0,17279566719.0,6450183.0,6651300.0,6863272.0,7086706.0,7335419.0,3.995,4.073,4.190000057,4.447,4.39
Malta,445053.0,455356.0,467999.0,484630.0,502653.0,66.98096453,66.41297693,65.88290903,65.37377518,64.8540325,5.379000187000001,4.686999798,4.000999928,3.71600008,3.47300005,5.387000083999999,5.164000034,4.251999855,3.5559999939999996,3.773999929,5.374000072,4.375,3.8340001110000004,3.825999975,3.266000032,11091434435.0,11665231192.0,13146963159.0,14750790658.0,14989415684.0,208231.0,215515.0,223557.0,235579.0,243422.0,6.3020000000000005,6.4879999999999995,6.52699995,6.627000000000001,6.726
Mauritania,4046301.0,4163534.0,4282574.0,4403319.0,4525696.0,56.37637932,56.46742802,56.60673381,56.77570502,56.95484186,9.758000374,9.692000389,9.576999664,9.463999747999999,9.548000336,12.16899967,12.18599987,12.04599953,11.94999981,12.11200047,8.656999588,8.552000046,8.444000244,8.319000244,8.366000175,6166857629.0,6398744505.0,6758390729.0,7049169771.0,7600656944.0,1099054.0,1135240.0,1172264.0,1210148.0,1248249.0,4.436,4.2010000000000005,4.291999817,4.356,4.49
Mauritius,1262605.0,1263473.0,1264613.0,1265303.0,1265711.0,70.64565971,70.65526027,70.69092186,70.73213461,70.74156394,7.409999847000001,6.81400013,6.751999855,6.657000065,6.673999786,10.70199966,10.42199993,10.05300045,9.904000282,9.998999596,5.293000221000001,4.525000095,4.646999836,4.554999828,4.506999969,11692287066.0,12232463656.0,13259351418.0,14181951059.0,14048430519.0,603765.0,600981.0,608131.0,608753.0,610685.0,5.477,5.648,5.629000187000001,5.891,5.888
Mexico,121858258.0,123333376.0,124777324.0,126190788.0,127575529.0,65.63931515,65.82178939,66.02000456,66.21946683,66.39822125,4.313000202,3.858999968,3.4200000760000004,3.2829999919999997,3.424999952,4.453000069,3.90899992,3.601000071,3.4270000460000003,3.711999893,4.229000092,3.8289999960000003,3.3110001089999996,3.196000099,3.250999928,1171870000000.0,1078490000000.0,1158910000000.0,1222350000000.0,1268870000000.0,53574700.0,54396002.0,55131907.0,56253063.0,57142190.0,7.187,6.778,6.578000069,6.4879999999999995,6.595
Moldova,2834530.0,2802170.0,2755158.0,2706049.0,2657637.0,74.15911268,73.79855775,73.27474257,72.67035279999999,72.09718982,3.6940000060000004,4.184999943,4.09800005,2.9779999260000003,5.47300005,2.9200000760000004,2.8800001139999996,3.338999987,2.471999884,4.15500021,4.445000172,5.447999954,4.822999954,3.4790000919999997,6.7680001260000004,7745231660.0,8071480541.0,9669759987.0,11456717193.0,11968713370.0,1052791.0,1009773.0,982127.0,988570.0,963122.0,5.888999999999999,5.897,5.837999821,5.64,5.529
Mongolia,2998439.0,3056359.0,3113779.0,3170208.0,3225167.0,67.27377145,66.64579219,66.05640208,65.50689291,65.01238541,4.861000061,7.235000134,6.359000206,6.254000187000001,6.011000156000001,4.245999813,5.873000145,5.640999794,5.59100008,5.6300001139999996,5.374000072,8.369000435,6.960999966,6.8130002020000004,6.333000182999999,11749620620.0,11186734674.0,11425755280.0,13108769496.0,13996719329.0,1287072.0,1278706.0,1306828.0,1319351.0,1331891.0,4.874,4.907,4.954999924,5.125,5.285
Montenegro,622159.0,622303.0,622373.0,622227.0,622137.0,67.71862778,67.52483803,67.20201796,66.81554422,66.46061145,17.54400063,17.72299957,16.07099915,15.17500019,14.88300037,17.30599976,17.07999992,16.9470005,15.09700012,15.72999954,17.73900032,18.23800087,15.37899971,15.23499966,14.22500038,4053097851.0,4373958354.0,4844606146.0,5504255214.0,5542577965.0,268047.0,271005.0,271367.0,277016.0,277234.0,5.192,5.1610000000000005,5.236999989,5.347,5.523
Morocco,34663603.0,35126296.0,35581294.0,36029138.0,36471769.0,65.88659869,65.81884852,65.79405364,65.78071505,65.73002807,9.460000037999999,9.300000191,9.187000275,9.078000069,9.019000053,10.42399979,10.70100021,10.71800041,10.53800011,10.41499996,9.138999939,8.843999862999999,8.699999809,8.609999657000001,8.574000359,101180000000.0,103312000000.0,109683000000.0,118096000000.0,119700000000.0,11817891.0,11780964.0,11742989.0,11918297.0,12067484.0,5.013,5.151,5.235000134,5.254,5.207999999999999
Myanmar,52680726.0,53045226.0,53382581.0,53708395.0,54045420.0,67.01409544,67.31718483,67.59224925,67.84430978,68.07389414,0.765999973,1.141000032,1.550999999,1.493999958,1.5770000219999998,0.902999997,1.394000053,2.023000002,1.9620000119999998,2.073999882,0.667999983,0.963999987,1.228999972,1.175999999,1.238999963,67822772707.0,67184236747.0,68945867478.0,76168043982.0,76085852617.0,24925876.0,24611006.0,24283550.0,24470007.0,24690588.0,4.3069999999999995,4.395,4.545000076,4.308,4.36
