Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemploment,2016 Total Unemploment,2017 Total Unemploment,2018 Total Unemploment,2019 Total Unemploment,2015 Female Unemploment,2016 Female Unemploment,2017 Female Unemploment,2018 Female Unemploment,2019 Female Unemploment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment,2015 Total GDP,2016 Total GDP,2017 Total GDP,2018 Total GDP,2019 Total GDP,2015 Total Labor Force,2016 Total Labor Force,2017 Total Labor Force,2018 Total Labor Force,2019 Total Labor Force,2015 Happiness Score,2016 Happiness Score,2017 Happiness Score,2018 Happiness Score,2019 Happiness Score
Nepal,27015031.0,27261131.0,27627124.0,28087871.0,28608710.0,61.10603019,62.07694387,62.99880203,63.8580639,64.64705679,1.475000024,1.44599998,1.3960000280000002,1.350000024,1.406999946,1.2530000209999999,1.226999998,1.23300004,1.1590000390000001,1.210000038,1.75,1.72300005,1.6039999719999998,1.593000054,1.654000044,21410840909.0,21185922408.0,25180583770.0,29173513476.0,30641380604.0,14970822.0,15384208.0,15853018.0,16359487.0,16885875.0,4.513999999999999,4.793,4.961999893,4.88,4.913
Netherlands,16939923.0,17030314.0,17131296.0,17231624.0,17332850.0,65.32420021,65.0519292,64.85473799,64.69564866,64.51118404,6.872000217,6.006000042,4.839000225,3.8299999239999996,3.196000099,7.276000023,6.510000229,5.2579998969999995,3.957000017,3.3619999889999996,6.527999877999999,5.576000214,4.479000092,3.7219998839999997,3.053999901,765265000000.0,783528000000.0,833870000000.0,914043000000.0,907051000000.0,9034853.0,9051897.0,9111169.0,9227941.0,9275661.0,7.377999999999999,7.3389999999999995,7.376999855,7.441,7.4879999999999995
New Zealand,4595700.0,4693200.0,4793900.0,4841000.0,4917000.0,65.38199323,65.19028216,64.95437932,64.69414402,64.43943975,5.364999771,5.099999905,4.702000141,4.297999859,4.068999767,5.864999771,5.473999977,5.197999954,4.467999935,4.448999882,4.918000221000001,4.763000011,4.256000042,4.1430001260000004,3.72300005,177468000000.0,188224000000.0,205416000000.0,207921000000.0,206929000000.0,2513183.0,2608432.0,2696341.0,2721966.0,2764798.0,7.2860000000000005,7.334,7.31400013,7.324,7.307
Nicaragua,6223240.0,6303974.0,6384855.0,6465513.0,6545502.0,63.97330008,64.21182892,64.39931362,64.55082135,64.68715463,4.6999998089999995,3.900000095,3.299999952,5.1999998089999995,6.836999893,5.443999767,4.274000168,3.487999916,5.261000156000001,6.696000099,4.234000206,3.663000107,3.180000067,5.162000179,6.926000117999999,12756706583.0,13286083645.0,13785909906.0,13063904770.0,12520915291.0,2832718.0,2890622.0,2947535.0,2992406.0,3048887.0,5.827999999999999,5.992000000000001,6.071000099,6.141,6.105
Niger,20001663.0,20788838.0,21602472.0,22442948.0,23310715.0,47.25925539,47.25836963,47.31635613,47.42066751,47.56111943,0.514999986,0.504999995,0.48699998899999997,0.47099998600000004,0.474999994,0.419,0.405999988,0.386999995,0.36899998799999995,0.360000014,0.586000025,0.578000009,0.56099999,0.546000004,0.559000015,9685577941.0,10355006770.0,11189541083.0,12846952857.0,12911689659.0,7225239.0,7503949.0,7799638.0,8111179.0,8423258.0,3.845,3.8560000000000003,4.027999878,4.166,4.628
Nigeria,181137448.0,185960289.0,190873311.0,195874740.0,200963599.0,53.13394776,53.14795166,53.23774609,53.38598302,53.56938646,4.31099987,7.059999942999999,8.388999939,8.243000031000001,8.095999718,5.105999947,8.11400032,9.260000229,9.100999832000001,8.907999992,3.660000086,6.1999998089999995,7.676000117999999,7.539000034,7.434000015,486803000000.0,404650000000.0,375746000000.0,397190000000.0,448120000000.0,54559255.0,55288066.0,56831352.0,58403811.0,59873566.0,5.268,4.875,5.073999882,5.155,5.265
Norway,5188607.0,5234519.0,5276968.0,5311916.0,5347896.0,65.73465009,65.60396987,65.49492988,65.40173947,65.31435954,4.296000004,4.678999901,4.162000179,3.799999952,3.3459999560000004,3.999000072,3.913000107,3.690999985,3.538000107,3.2439999580000003,4.559999943,5.360000134,4.581999778999999,4.0310001369999995,3.437000036,385802000000.0,368820000000.0,398394000000.0,434167000000.0,403336000000.0,2762074.0,2769807.0,2762942.0,2799958.0,2818011.0,7.522,7.497999999999999,7.537000179,7.593999999999999,7.553999999999999
Pakistan,199426964.0,203627284.0,207896686.0,212215030.0,216565318.0,59.75335662,59.98627382,60.20754291,60.41741109,60.62321438,3.565999985,3.789000034,3.944999933,4.083000183,4.453000069,6.18200016,5.789000034,5.225999832,4.559999943,5.596000195,2.8299999239999996,3.246999979,3.609999895,3.9630000589999996,4.160999775,270556000000.0,278655000000.0,304567000000.0,314568000000.0,278222000000.0,67754731.0,69170840.0,70602092.0,72040845.0,73943766.0,5.194,5.132000000000001,5.269000053,5.472,5.653
Panama,3968487.0,4037078.0,4106771.0,4176873.0,4246439.0,64.60106837,64.67031353,64.75061052,64.83296460000001,64.90704329,3.002000093,3.3150000569999998,3.900000095,3.894000053,3.90199995,3.928999901,3.937000036,5.116000175,4.993999958,5.054999828,2.403000116,2.911000013,3.1070001130000002,3.151000023,3.122999907,54091700000.0,57907700000.0,62219000000.0,65128200000.0,66800800000.0,1858187.0,1910880.0,1937154.0,2029802.0,2070438.0,6.7860000000000005,6.7010000000000005,6.452000141,6.43,6.321000000000001
Paraguay,6688746.0,6777872.0,6867062.0,6956071.0,7044636.0,63.68411956,63.917893400000004,64.05463706,64.12927939,64.19983942,4.556000233,5.2550001139999996,4.614999771,4.53399992,4.809000015,4.948999882,6.747000217,5.44299984,5.321000099,5.78399992,4.298999786,4.285999775,4.0749998089999995,4.001999855,4.145999908,36164068797.0,36054281572.0,39008900332.0,40384691791.0,38145288940.0,3240419.0,3338124.0,3406346.0,3534912.0,3596812.0,5.877999999999999,5.537999999999999,5.493000031,5.681,5.742999999999999
Peru,30470734.0,30926032.0,31444297.0,31989256.0,32510453.0,64.59269737,65.34223337,65.82670092,66.12100436,66.35202530000001,3.0,3.535000086,3.460000038,3.390000105,3.3099999430000002,2.961999893,3.572000027,3.500999928,3.461999893,3.40899992,3.032000065,3.503000021,3.424999952,3.328000069,3.226000071,189805000000.0,191896000000.0,211007000000.0,222045000000.0,226848000000.0,16583446.0,16965614.0,17810899.0,18346713.0,18864899.0,5.824,5.742999999999999,5.715000152999999,5.662999999999999,5.697
Philippines,102113212.0,103663927.0,105173264.0,106651922.0,108116615.0,63.115901199999996,63.31540795,63.59489479,63.91439103,64.20912271,3.0680000780000003,2.707999945,2.552000046,2.338000059,2.150000095,3.2190001010000002,2.8699998860000004,2.701999903,2.676000118,2.441999912,2.9690001010000002,2.602999926,2.459000111,2.125,1.9639999869999998,306446000000.0,318627000000.0,328481000000.0,346842000000.0,376796000000.0,43017635.0,43863054.0,43007823.0,43864623.0,44815390.0,5.073,5.279,5.429999828,5.524,5.631
Poland,37986412.0,37970087.0,37974826.0,37974750.0,37970874.0,69.42422084,68.87713146,68.18942444,67.42990642,66.69771627,7.500999928,6.160999775,4.887000083999999,3.845000029,3.473999977,7.7100000379999996,6.225999832,4.907999992,3.8469998839999997,3.5090000630000002,7.3309998510000005,6.107999802,4.870999813,3.8440001010000002,3.446000099,477812000000.0,472630000000.0,526509000000.0,587412000000.0,595858000000.0,18315532.0,18376997.0,18443681.0,18391322.0,18260472.0,5.791,5.835,5.97300005,6.122999999999999,6.182
Portugal,10358076.0,10325452.0,10300300.0,10283822.0,10269417.0,65.15130516,64.96154486,64.77522001,64.58823464,64.39122422,12.44400024,11.06599998,8.866999626,6.993000031,6.334000111,12.74600029,11.16600037,9.348999977,7.4369997979999996,6.946000099,12.15600014,10.97099972,8.406000137000001,6.565000057000001,5.743000031,199314000000.0,206286000000.0,221358000000.0,242313000000.0,238785000000.0,5216392.0,5203775.0,5248650.0,5267545.0,5239181.0,5.102,5.122999999999999,5.195000172,5.41,5.693
Qatar,2565710.0,2654374.0,2724724.0,2781677.0,2832067.0,85.56762066,85.39226198,85.25713392,85.08916548,84.88093679,0.17000000199999998,0.150000006,0.14000000099999999,0.109999999,0.09099999800000001,0.8669999840000001,0.717000008,0.6389999989999999,0.47900000200000004,0.432000011,0.061000001,0.061000001,0.06199999900000001,0.052000001,0.037000000000000005,161740000000.0,151732000000.0,161099000000.0,183335000000.0,175838000000.0,1952246.0,2004463.0,2046136.0,2085366.0,2124504.0,6.611000000000001,6.375,6.375,6.374,6.374
Romania,19815616.0,19702267.0,19587290.0,19472545.0,19356544.0,67.50843092,67.15429688,66.66878838,66.12674365,65.63597608,6.8119997979999996,5.901000023,4.927000046,4.186999798,3.976000071,5.852000237,4.982999802,4.039000034,3.487999916,3.423000097,7.535999775,6.59100008,5.604000092000001,4.71600008,4.3930001260000004,177729000000.0,188129000000.0,211695000000.0,241457000000.0,250077000000.0,9114728.0,8952240.0,9108470.0,9054882.0,8932844.0,5.124,5.528,5.8249998089999995,5.945,6.07
Rwanda,11369071.0,11668818.0,11980937.0,12301939.0,12626950.0,56.71962995,56.91035611,57.01410763,57.086230900000004,57.20571476,1.143000007,1.113000035,1.062999964,1.01699996,1.0299999709999998,1.215000033,1.174999952,1.113000035,1.06099999,1.070000052,1.067999959,1.047000051,1.008000016,0.970000029,0.9869999890000001,8545441361.0,8697268916.0,9253098954.0,9635951160.0,10354417725.0,5668191.0,5837087.0,6007191.0,6178259.0,6362559.0,3.465,3.515,3.4709999560000004,3.408,3.3339999999999996
Saudi Arabia,31717667.0,32442572.0,33099147.0,33699947.0,34268528.0,71.15644098,71.36899171,71.53340369,71.64306385,71.72113141,5.590000152999999,5.650000095,5.889999866,6.0399999620000004,5.927000046,21.65699959,21.17399979,20.33200073,22.48800087,22.11400032,2.471999884,2.519000053,3.073999882,2.9309999939999996,2.88499999,654270000000.0,644936000000.0,688586000000.0,786522000000.0,792967000000.0,13185854.0,13607874.0,13839522.0,14019589.0,14387604.0,6.4110000000000005,6.379,6.343999863,6.371,6.375
Senegal,14578459.0,14993528.0,15419381.0,15854360.0,16296364.0,53.464793500000006,53.55725364,53.68914588,53.85774593,54.06165449,6.756999969,6.7059998510000005,6.614999771,6.52699995,6.604000092000001,7.303999901,7.250999928,7.184999942999999,7.0720000270000005,7.446000099,6.389999866,6.337999821,6.230000018999999,6.157999992000001,6.03399992,17774766636.0,19040312815.0,20996564752.0,23236007428.0,23578084052.0,3763014.0,3877928.0,3997403.0,4122004.0,4255475.0,3.904,4.218999999999999,4.534999847,4.631,4.681
Serbia,7095383.0,7058322.0,7020858.0,6982604.0,6944975.0,66.87910488,66.59961195,66.27936081,65.96452656,65.71855405,17.65999985,15.25699997,13.47700024,12.7329998,12.68599987,18.75799942,16.09900093,14.27299976,13.69799995,13.77999973,16.80599976,14.59000015,12.83899975,11.96000004,11.80900002,39655958843.0,40692643373.0,44179055280.0,50640650221.0,51475016532.0,3096714.0,3191611.0,3219215.0,3241884.0,3218840.0,5.122999999999999,5.1770000000000005,5.394999981000001,5.398,5.603
Sierra Leone,7171914.0,7328838.0,7488431.0,7650154.0,7813215.0,55.09827642,55.3733377,55.66159924,55.97380444,56.32795207,4.637000083999999,4.586999893,4.5,4.416999817,4.427999973,3.8069999219999997,3.796999931,3.700999975,3.624000072,3.628000021,5.445000172,5.361000061,5.288000107,5.202000141,5.2189998630000005,4218723875.0,3674794530.0,3739577973.0,4085114794.0,4121733705.0,2423877.0,2484881.0,2548635.0,2614289.0,2681359.0,4.507,4.635,4.709000111,4.571000000000001,4.374
Singapore,5535002.0,5607283.0,5612253.0,5638676.0,5703569.0,78.32063578,77.94225802,77.20764444,76.25833717,75.27536737,3.789999962,4.079999924,4.1999998089999995,4.019000053,4.109000206,3.9779999260000003,4.487999916000001,4.43599987,4.2550001139999996,4.31400013,3.6559998989999998,3.7869999410000004,4.032000065,3.848999977,3.961999893,308004000000.0,318652000000.0,341863000000.0,373217000000.0,372063000000.0,3451949.0,3496292.0,3497085.0,3493801.0,3527065.0,6.797999999999999,6.739,6.5720000270000005,6.343,6.2620000000000005
Slovenia,2063531.0,2065042.0,2066388.0,2073894.0,2087946.0,67.31675711,66.74025292,66.07450224,65.3713453,64.70807551,8.961999893,8.0,6.56400013,5.107999802,4.195000172,10.03800011,8.588000297999999,7.479000092000001,5.6970000270000005,4.659999847,8.050999641,7.489999771,5.770999907999999,4.6020002369999995,3.79399991,43090173395.0,44736333522.0,48586603448.0,54161636035.0,54174227309.0,1010900.0,998363.0,1029116.0,1037571.0,1034477.0,5.848,5.768,5.757999897,5.9479999999999995,6.117999999999999
South Africa,55386367.0,56203654.0,57000451.0,57779622.0,58558270.0,65.67943877,65.66442046,65.63056155,65.60250585,65.61641934,25.15600014,26.5510006,27.07099915,26.92000008,28.18099976,27.54299927,29.00600052,29.29700089,29.05999947,30.33499908,23.21500015,24.55699921,25.23800087,25.14900017,26.39100075,317621000000.0,296357000000.0,349554000000.0,368289000000.0,351432000000.0,21690077.0,22092829.0,22696993.0,22947458.0,23300226.0,4.6419999999999995,4.459,4.828999996,4.724,4.7219999999999995
Spain,46444832.0,46484062.0,46593236.0,46797754.0,47076781.0,66.44684001,66.32406859,66.15081329,65.95449137,65.77530508,22.05699921,19.63500023,17.22400093,15.25500011,13.95899963,23.551000600000002,21.38500023,19.03499985,17.03300095,16.20400047,20.77700043,18.12299919,15.66300011,13.72700024,12.02700043,1195120000000.0,1232080000000.0,1312540000000.0,1422150000000.0,1393490000000.0,23115401.0,23103511.0,23047059.0,23065037.0,23120097.0,6.329,6.361000000000001,6.402999877999999,6.31,6.354
Sri Lanka,20970000.0,21203000.0,21444000.0,21670000.0,21803000.0,65.8354277,65.63676686,65.46932057,65.32977922,65.20473221,4.519000053,4.2420001030000005,4.179999828,4.118999958,4.197999954,7.453000069,6.836999893,6.736999989,6.646999836,6.6869997979999996,2.989000082,2.890000105,2.836999893,2.7780001160000003,2.875,80604080689.0,82401038710.0,87428125558.0,88425889592.0,84008783756.0,8640692.0,8794294.0,8841823.0,8893806.0,8938985.0,4.271,4.415,4.440000057,4.471,4.3660000000000005
Sweden,9799186.0,9923085.0,10057698.0,10175214.0,10285453.0,63.0971792,62.77146814,62.51341761,62.32268961,62.17594015,7.43200016,6.989999771,6.717999935,6.346000195,6.475999832,7.2899999620000004,6.585999966,6.441999912000001,6.291999817000001,6.21999979,7.56099987,7.357999802,6.96999979,6.394999981000001,6.7100000379999996,505104000000.0,515655000000.0,541019000000.0,555455000000.0,530884000000.0,5186060.0,5250661.0,5336002.0,5411383.0,5470074.0,7.364,7.291,7.28399992,7.314,7.343
Switzerland,8282396.0,8373338.0,8451840.0,8514329.0,8574832.0,67.20934339,66.93853889,66.69663819,66.46582867,66.22132804,4.801000118,4.918000221000001,4.796999931,4.712999821,4.5809998510000005,4.912000179,5.006000042,5.058000088,5.109000206,4.7680001260000004,4.703999996,4.84100008,4.570000172,4.3670001030000005,4.416999817,679832000000.0,671309000000.0,679950000000.0,705141000000.0,703082000000.0,4813826.0,4889830.0,4919831.0,4953967.0,4978166.0,7.587000000000001,7.5089999999999995,7.493999958,7.487,7.48
Tajikistan,8454028.0,8663579.0,8880268.0,9100837.0,9321018.0,61.21563591,60.91155861,60.56487259,60.19382837,59.84295921,11.5010004,11.41800022,11.27400017,11.13300037,11.0170002,10.41699982,10.38099957,10.26000023,10.08300018,9.93500042,12.14500046,12.05099964,11.88500023,11.75899982,11.66300011,7854602392.0,6952678127.0,7157865188.0,7522947810.0,8116626794.0,2286008.0,2317977.0,2365515.0,2412933.0,2464790.0,4.7860000000000005,4.996,5.040999889,5.199,5.4670000000000005
Tanzania,51482633.0,53050790.0,54663906.0,56318348.0,58005463.0,52.77995591,52.928723,53.09989021,53.30046267,53.53565232,2.102999926,2.076999903,2.0329999919999997,1.99000001,1.980000019,2.670000076,2.644999981,2.595999956,2.548000097,2.461999893,1.575999975,1.549000025,1.508000016,1.468999982,1.531000018,47378599025.0,49774021003.0,53320625959.0,58001200572.0,63177068175.0,23877145.0,24659135.0,25467538.0,26304005.0,27170342.0,3.781,3.6660000000000004,3.348999977,3.303,3.2310000000000003
Thailand,68714511.0,68971331.0,69209858.0,69428524.0,69625582.0,71.42375065,71.34828152,71.20921442,71.01211804,70.77021345,0.597000003,0.688000023,0.829999983,0.765999973,0.754000008,0.606000006,0.713999987,0.845000029,0.7429999709999999,0.7419999840000001,0.588999987,0.666000009,0.8180000190000001,0.7839999790000001,0.763999999,401296000000.0,413430000000.0,456295000000.0,506514000000.0,543549000000.0,38916820.0,38662091.0,38490554.0,38907795.0,38989896.0,6.455,6.474,6.423999786,6.072,6.007999999999999
Togo,7323158.0,7509952.0,7698475.0,7889094.0,8082366.0,55.06132737,55.26701839,55.51219631,55.79600849,56.11429871,2.203999996,2.174999952,2.125999928,2.078999996,2.038000107,1.7000000480000002,1.6610000130000002,1.6219999790000001,1.585999966,1.547000051,2.698999882,2.6819999219999997,2.624000072,2.566999912,2.523999929,4180866177.0,4486979198.0,4819949975.0,5364369026.0,5490272413.0,3315730.0,3407416.0,3501093.0,3596555.0,3700152.0,2.839,3.303,3.4949998860000004,3.9989999999999997,4.085
Tunisia,11179949.0,11303946.0,11433443.0,11565204.0,11694719.0,68.54499068,68.17212044,67.83604029,67.51420057,67.18043418,15.21800041,15.51399994,15.37899971,15.45899963,16.02199936,22.41600037,23.44300079,23.12100029,23.13100052,23.40999985,12.57199955,12.625,12.58100033,12.70499992,13.38300037,43173480832.0,41801210428.0,39802430355.0,39770297329.0,38796687568.0,3993436.0,4012596.0,4036987.0,4061682.0,4087299.0,4.739,5.045,4.804999828,4.592,4.461
Turkey,78529409.0,79821724.0,81101892.0,82319724.0,83429615.0,66.53134624,66.62572399,66.74153146,66.86737692,66.9828933,10.23600006,10.83899975,10.81900024,10.89000034,13.48999977,12.56200027,13.59599972,13.85400009,13.73499966,16.42200089,9.154999733,9.526000023,9.340999603,9.487999916,12.04699993,864314000000.0,869683000000.0,858989000000.0,778382000000.0,761425000000.0,29780340.0,30831360.0,31954592.0,32826049.0,33368843.0,5.332000000000001,5.388999999999999,5.5,5.483,5.372999999999999
Uganda,38225453.0,39647506.0,41162465.0,42723139.0,44269594.0,50.12964268,50.42476808,50.75975692,51.128487899999996,51.53743447,1.8589999680000002,1.832999945,1.7899999619999998,1.7489999530000002,1.843000054,2.3810000419999997,2.328999996,2.303999901,2.244999886,2.296000004,1.356999993,1.355000019,1.291000009,1.266000032,1.4029999969999998,32248116584.0,29078719934.0,30756466548.0,32916147253.0,35165157017.0,14078249.0,14657926.0,15285775.0,15935453.0,16658774.0,3.931,3.739,4.0809998510000005,4.1610000000000005,4.189
Ukraine,45154036.0,45004674.0,44831135.0,44622518.0,44385155.0,69.06664959,68.67125428,68.21581664,67.75290039,67.35529124,9.140000342999999,9.350000381000001,9.510000229,8.798999786,8.881999968999999,8.076999664,7.69299984,7.747000217,7.423999786,7.796000004,10.09599972,10.83399963,11.08600044,10.02900028,9.852000237,91030959455.0,93355993629.0,112190000000.0,130902000000.0,153781000000.0,20945249.0,20755122.0,20610189.0,20432109.0,20203893.0,4.681,4.324,4.096000195,4.103,4.332
United Arab Emirates,9262900.0,9360980.0,9487203.0,9630959.0,9770529.0,84.90274104,84.62749627,84.46089959,84.31148965,84.13083877,1.9099999669999999,1.6360000369999999,2.463000059,2.2290000919999997,2.34800005,4.703000069,4.1999998089999995,7.136000156000001,6.1869997979999996,6.046000004,1.3739999530000002,1.118999958,1.480000019,1.3910000319999998,1.559000015,358135000000.0,357045000000.0,385606000000.0,422215000000.0,421142000000.0,6600371.0,6612725.0,6676278.0,6752973.0,6840917.0,6.901,6.5729999999999995,6.647999763,6.774,6.825
United Kingdom,65116219.0,65611593.0,66058859.0,66460344.0,66834405.0,64.46994818,64.25192612,64.07385559,63.92605226,63.79560384,5.301000118,4.813000202,4.335000038,3.996000051,3.851000071,5.124000072,4.683000088,4.21999979,3.9400000569999998,3.575000048,5.454999924,4.926000118,4.43599987,4.045000076,4.0939998630000005,2928590000000.0,2694280000000.0,2666230000000.0,2860670000000.0,2829110000000.0,33481424.0,33801224.0,34014019.0,34329233.0,34530463.0,6.867000000000001,6.725,6.714000225,7.19,7.053999999999999
United States,320635163.0,322941311.0,324985539.0,326687501.0,328239523.0,66.1333887,65.94297877,65.72210602,65.48330596,65.24107673,5.28000021,4.868999958,4.355000018999999,3.8959999080000003,3.6819999219999997,5.177000046,4.788000107,4.308000088,3.836999893,3.6159999369999998,5.3670001030000005,4.938000202,4.395999908,3.946000099,3.737999916,18224700000000.0,18715000000000.0,19519400000000.0,20580200000000.0,21433200000000.0,160596354.0,162547573.0,164268059.0,165483017.0,165890069.0,7.119,7.104,6.993000031,6.886,6.892
Uruguay,3412009.0,3424132.0,3436646.0,3449299.0,3461734.0,64.4317175,64.46690531,64.52274183,64.57749939,64.60068856,7.487999916000001,7.84100008,7.889999866,8.336000443,8.730999947,8.855999947,9.451000214,9.482000351,10.08899975,10.65799999,6.364999771,6.5,6.5630002020000004,6.873000145,7.122000217,53274304222.0,52687612262.0,59530088537.0,59596885024.0,56045912953.0,1749234.0,1750871.0,1748271.0,1749881.0,1762838.0,6.485,6.545,6.453999996,6.379,6.292999999999999
Uzbekistan,31298900.0,31847900.0,32388600.0,32956100.0,33580650.0,67.58650956,67.4698238,67.21691651,66.89480471,66.60697097,5.150000095,5.159999847,5.829999924,5.736000061,5.916999817000001,4.886000156000001,4.90199995,5.611000061,5.517000198,5.6880002020000004,5.333000183,5.339000225,5.9819998739999996,5.887000083999999,6.076000214,81847410182.0,81779012351.0,59159945321.0,50392607758.0,57921286440.0,14502140.0,14786980.0,15042030.0,15289417.0,15555948.0,6.002999999999999,5.987,5.971000195,6.096,6.1739999999999995
Vietnam,92677076.0,93638724.0,94596642.0,95540395.0,96462106.0,70.3118126,70.13834047,69.87142097,69.55234487,69.23249944,2.125,2.082999945,2.052999973,1.993000031,2.013000011,1.993999958,1.9270000459999999,1.881999969,1.83099997,1.904000044,2.2439999580000003,2.226000071,2.210000038,2.14199996,2.112999916,193241000000.0,205276000000.0,223780000000.0,245214000000.0,261921000000.0,55760129.0,55991171.0,56565992.0,56915235.0,57364650.0,5.36,5.061,5.073999882,5.103,5.175
Zambia,15879361.0,16363507.0,16853688.0,17351822.0,17861030.0,51.7587641,52.09097001,52.50382426,52.96418082,53.42217666,10.10499954,10.88199997,11.6260004,11.5,11.42500019,10.68700027,11.62899971,12.56999969,12.44799995,12.23700047,9.569999695,10.19099998,10.74800014,10.61400032,10.66499996,21243339048.0,20954754378.0,25868165345.0,26312140829.0,23309773923.0,6423437.0,6650519.0,6888188.0,7134980.0,7401485.0,5.129,4.795,4.513999939,4.377,4.107
Zimbabwe,13814629.0,14030390.0,14236745.0,14439018.0,14645468.0,54.60345696,54.47313396,54.5059405,54.65941011,54.86126493,5.302000046,5.252999783,5.168000221000001,5.086999893,4.953999996,5.894999981000001,5.84100008,5.738999843999999,5.59800005,5.458000182999999,4.684999943,4.642000198,4.576000214,4.554999828,4.433000088,19963120600.0,20548678100.0,22040902300.0,24311560500.0,21440758800.0,6587744.0,6686030.0,6792647.0,6907202.0,7039493.0,4.61,4.1930000000000005,3.875,3.6919999999999997,3.6630000000000003
